0	1	52.09112546752805	76.19857191431485	37.69745987615317	75.78668014659421
0	2	60.948656919415164	83.73002380142809	33.09743460128902	83.72298748894225
0	5	74.02244134648079	91.6354981298878	37.141412864905845	78.52900290660938
0	10	79.05474328459707	93.36960217613057	38.11891823581448	87.26146846960697
0	20	84.7670860251615	95.40972458347501	40.7936307342348	89.73840515607229
0	40	87.79326759605577	96.51479088745324	41.32276001516492	88.68949829394667
0	80	89.73138388303298	97.09282556953417	34.891949955768986	86.94553266776191
0	150	90.92145528731724	97.34784087045223	35.38480980664729	87.55212940730443
0	400	92.34954097245834	97.61985719143148	32.212814356122834	87.00871982813092
0	100000	92.72356341380484	97.6708602516151	31.35346897510426	86.16201187918615
128	1	46.36178170690242	67.93607616456987	39.07493997219765	75.2685454315683
128	2	55.35532131927916	78.88473308398504	40.36395804372552	75.82459244281561
128	5	71.99931995919755	90.34342060523632	34.79085049917857	78.40262858587135
128	10	79.07174430465828	92.94457667460048	38.935928219385815	82.83836724377606
128	20	82.21693301598097	94.66167970078205	40.806268166308605	85.80816378111967
128	40	87.26623597415845	96.17477048622918	40.7683558700872	88.19663844306837
128	80	89.64637878272697	96.88881332879973	34.778213067104765	87.00871982813092
128	150	91.09146548792928	97.19483168990139	35.650195880197145	85.99772526222672
128	400	92.77456647398844	97.80686841210473	32.97106028055099	86.71805889043347
128	100000	93.47160829649779	97.89187351241074	33.22380892202704	86.71805889043347
512	1	46.718803128187695	69.80618837130228	31.17654492607102	73.61304182990015
512	2	59.078544712682756	81.41788507310439	33.005181347150256	79.76747124984203
512	5	72.59435566133968	90.64943896633798	36.876026791356	78.41526601794516
512	10	79.1227473648419	93.40360421625297	41.93099962087704	85.31530393024137
512	20	84.10404624277457	95.66473988439307	40.209023126500696	85.83343864526728
512	40	88.64331859911594	96.48078884733084	38.196385694426894	88.10817641855175
512	80	90.3094185651139	97.14382862971779	34.4749146973335	85.74497662075066
512	150	91.61849710982659	97.27983679020741	36.38316694047769	87.77960318463288
512	400	92.92757565453927	97.84087045222714	34.22216605585745	86.9076203715405
512	100000	93.60761645698742	97.99387963277798	33.52710729179831	87.71641602426386
2048	1	51.12206732403944	72.86637198231894	40.755718438013396	71.64160242638697
2048	2	62.46174770486229	83.3560013600816	39.41615063819032	80.81637811196765
2048	5	75.55253315198912	91.94151649098946	38.948565651459624	81.34715025906736
2048	10	79.90479428765725	93.16558993539613	38.480980664728925	85.36585365853658
2048	20	84.7670860251615	95.69874192451547	41.36231517755592	88.15872614684696
2048	40	88.62631757905474	96.53179190751445	39.259572854795906	88.56312397320865
2048	80	90.85345120707242	97.19483168990139	33.21117148995324	86.16201187918615
2048	150	91.95851751105066	97.53485209112547	34.68975104258815	86.45267281688362
2048	400	93.19959197551853	97.92587555253314	32.25072665234424	86.30102363199798
2048	100000	93.87963277796668	97.92587555253314	33.04688487299381	85.53014027549601
