0	2	1	52.261	74.787	36.623	76.608	43.066	76.608
0	2	2	59.198	82.438	39.189	83.154	47.159	83.154
0	2	5	75.655	90.751	37.862	80.715	50.467	80.715
0	2	10	78.460	92.044	38.102	78.365	51.294	78.365
0	2	20	83.118	94.169	41.400	86.402	55.270	86.402
0	2	40	85.838	95.546	41.678	87.034	56.111	87.034
0	2	80	88.235	6.515	35.574	89.890	50.705	89.890
0	2	150	89.119	96.549	31.922	82.383	47.006	82.383
0	2	400	90.275	97.297	38.367	87.173	53.848	87.173
0	2	10000	91.789	97.875	36.750	89.713	52.486	89.713
0	4	1	55.729	77.372	38.974	76.734	45.869	76.734
0	4	2	64.927	84.155	32.377	75.028	43.208	75.028
0	4	5	76.250	92.163	36.434	82.004	49.308	82.004
0	4	10	82.574	94.390	40.832	87.009	54.643	87.009
0	4	20	86.722	95.954	38.569	87.274	53.392	87.274
0	4	40	88.966	96.702	37.432	89.246	52.693	89.246
0	4	80	90.547	97.348	37.495	91.204	53.030	91.204
0	4	150	91.329	97.569	33.211	88.576	48.709	88.576
0	4	400	92.979	97.858	32.289	86.794	47.932	86.794
0	4	10000	93.166	98.147	33.755	88.070	49.556	88.070
0	8	1	54.403	74.685	40.667	79.628	46.543	79.628
0	8	2	59.266	81.265	39.580	81.613	47.463	81.613
0	8	5	74.821	91.329	44.977	85.252	56.182	85.252
0	8	10	80.891	94.169	46.101	88.614	58.731	88.614
0	8	20	86.297	96.158	43.700	88.892	58.019	88.892
0	8	40	89.731	97.161	42.816	89.713	57.971	89.713
0	8	80	90.547	97.331	35.777	89.296	51.289	89.296
0	8	150	91.278	97.603	35.132	86.769	50.736	86.769
0	8	400	93.064	97.790	33.110	87.072	48.843	87.072
0	8	10000	93.370	97.977	33.439	86.743	49.243	86.743
0	16	1	44.781	67.001	34.336	70.909	38.869	70.909
0	16	2	48.402	74.056	31.783	80.463	38.370	80.463
0	16	5	69.823	89.051	47.365	87.413	56.442	87.413
0	16	10	77.559	93.193	43.561	87.906	55.788	87.906
0	16	20	83.815	95.614	47.213	90.636	60.402	90.636
0	16	40	88.694	96.991	43.308	89.524	58.199	89.524
0	16	80	90.479	97.433	37.495	87.919	53.019	87.919
0	16	150	91.227	97.705	34.664	87.704	50.239	87.704
0	16	400	92.996	97.909	33.527	87.135	49.286	87.135
0	16	10000	93.438	98.198	34.020	87.855	49.879	87.855
0	32	1	37.266	59.844	32.074	69.658	34.476	69.658
0	32	2	50.357	75.434	35.612	73.942	41.720	73.942
0	32	5	60.014	82.965	37.268	85.770	45.982	85.770
0	32	10	71.438	90.683	45.394	90.004	55.513	90.004
0	32	20	79.956	94.662	49.261	90.088	60.963	90.088
0	32	40	86.467	96.531	46.152	90.914	60.182	90.914
0	32	80	89.442	97.229	40.705	90.674	55.948	90.674
0	32	150	90.683	97.739	38.911	88.475	54.456	88.475
0	32	400	92.486	97.892	35.941	88.374	51.765	88.374
0	32	10000	93.047	98.113	33.034	87.363	48.758	87.363
0	64	1	48.589	70.554	31.922	68.811	38.530	68.811
0	64	2	56.273	81.911	35.385	80.248	43.449	80.248
0	64	5	63.550	87.589	41.969	84.191	50.553	84.191
0	64	10	63.822	86.127	43.283	82.952	51.583	82.952
0	64	20	73.546	91.516	40.364	90.105	52.122	90.105
0	64	40	82.064	95.342	48.743	92.203	61.160	92.203
0	64	80	86.552	96.668	46.619	92.316	60.598	92.316
0	64	150	89.459	97.382	43.460	90.876	58.500	90.876
0	64	400	91.670	97.773	38.430	88.854	54.156	88.854
0	64	10000	92.333	98.045	33.322	88.348	48.971	88.348
0	128	1	53.332	79.259	38.860	83.584	44.960	83.584
0	128	2	59.691	83.951	36.598	83.748	45.375	83.748
0	128	5	69.029	89.952	42.929	84.102	52.937	84.102
0	128	10	65.743	89.459	44.446	82.143	53.036	82.143
0	128	20	66.321	88.898	45.924	80.753	54.269	80.753
0	128	40	75.332	93.098	42.095	90.016	54.010	90.016
0	128	80	81.826	95.359	49.880	92.632	61.979	92.632
0	128	150	87.045	97.093	47.491	93.100	61.454	93.100
0	128	400	89.680	97.637	41.906	90.838	57.121	90.838
0	128	10000	91.363	97.994	37.141	89.637	52.813	89.637
0	256	1	55.678	80.772	37.963	81.676	45.145	81.676
0	256	2	60.524	86.977	37.685	86.137	46.449	86.137
0	256	5	64.978	90.836	44.206	89.321	52.616	89.321
0	256	10	68.956	91.363	46.480	85.732	55.530	85.732
0	256	20	68.480	91.091	45.899	84.507	54.961	84.507
0	256	40	69.857	90.904	46.923	85.518	56.138	85.518
0	256	80	75.366	93.251	41.539	90.042	53.559	90.042
